data	target	positive_counts	negative_counts	A:I_ratio	ML_model	num_trials	best_trial	tp(train)	fp(train)	fn(train)	tn(train)	tp	fp	fn	tn	balanced_accuracy(train)	balanced_accuracy	precision(train)	precision	recall(train)	recall	f1_score(train)	f1_score(validation)	f1_score	roc_auc_score(train)	roc_auc_score	mcc(train)	mcc	pr_auc_score(train)	pr_auc_score	time
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O08892	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	103	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2955555555555555	0.0	0.5	0.6363636363636364	0.0	0.0	0.0833333333333333	0.2888888888888888	17.740418541431428
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	GradientBoosting	200	157	11	32	2	95	0	13	3	20	0.7970926711084192	0.303030303030303	0.2558139534883721	0.0	0.8461538461538461	0.0	0.3928571428571428	0.1925133689839572	0.0	0.7970926711084192	0.3131313131313131	0.3738310545258531	-0.2266790665445006	0.2307436749297214	0.0765182186234817	3.5523030797640485
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	XGBoost	200	49	0	0	13	127	0	0	3	33	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.1805278592375366	0.0	0.5	0.3484848484848484	0.0	0.0	0.0928571428571428	0.1169117647058823	14.993192756175995
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	32	9	5	0	91	1	3	2	21	0.9739583333333331	0.6041666666666666	0.6428571428571429	0.25	1.0	0.3333333333333333	0.782608695652174	0.3333333333333333	0.2857142857142857	0.9739583333333331	0.5694444444444444	0.7806247497997999	0.1843024451936214	0.6428571428571429	0.4305555555555555	2.7976169983545938
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	46	3	0	6	96	0	1	3	23	0.6666666666666666	0.4791666666666667	1.0	0.0	0.3333333333333333	0.0	0.5	0.3333333333333333	0.0	0.6666666666666666	0.4930555555555555	0.5601120336112039	-0.0693375245281536	0.3904761904761905	0.1684782608695652	13.61787559191386
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	52	9	3	0	93	2	0	1	24	0.984375	0.8333333333333333	0.75	1.0	1.0	0.6666666666666666	0.8571428571428571	0.76	0.8	0.984375	0.9722222222222222	0.852386356061616	0.8	0.75	0.8666666666666667	2.4312310576438905
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	37	9	0	0	96	0	0	3	24	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.75	0.0	1.0	0.9027777777777778	1.0	0.0	1.0	0.4444444444444445	8.104448493321737
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	GradientBoosting	200	156	26	4	0	260	1	2	6	64	0.9924242424242424	0.5562770562770563	0.8666666666666667	0.3333333333333333	1.0	0.1428571428571428	0.9285714285714286	0.7314985014985015	0.2	0.9924242424242424	0.9588744588744588	0.923869770874312	0.1669447278480409	0.8666666666666667	0.6430795395081108	22.13336907227834
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	XGBoost	200	75	20	2	6	262	2	1	5	65	0.8808275058275059	0.6352813852813852	0.9090909090909092	0.6666666666666666	0.7692307692307693	0.2857142857142857	0.8333333333333333	0.6961904761904762	0.4	0.8808275058275058	0.9653679653679652	0.8218039115788073	0.401309441942406	0.7199903544731131	0.7313448456305598	33.53696114222209
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	167	8	16	1	80	2	5	1	19	0.8611111111111112	0.7291666666666666	0.3333333333333333	0.2857142857142857	0.8888888888888888	0.6666666666666666	0.4848484848484848	0.52	0.4	0.8611111111111112	0.7777777777777778	0.4814814814814814	0.3286878675669583	0.3058201058201058	0.4477124183006535	2.032686233520508
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	58	0	0	9	96	0	0	3	24	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.4476190476190476	0.0	0.5	0.9305555555555556	0.0	0.0	0.0857142857142857	0.6984126984126984	13.400567670663198
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	121	9	4	0	92	0	1	3	23	0.9791666666666669	0.4791666666666667	0.6923076923076923	0.0	1.0	0.0	0.8181818181818181	0.4476190476190476	0.0	0.9791666666666669	0.3888888888888888	0.8145314840210528	-0.0693375245281536	0.6923076923076923	0.1814814814814814	2.510391179720561
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	173	0	0	9	96	0	0	3	24	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2581818181818182	0.0	0.5	0.4027777777777778	0.0	0.0	0.0857142857142857	0.1221819645732689	8.574701531728108
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	103	12	3	0	108	0	4	2	25	0.9864864864864864	0.4310344827586206	0.8	0.0	1.0	0.0	0.888888888888889	0.3666666666666666	0.0	0.9864864864864864	0.293103448275862	0.8822575465125694	-0.1010797391438537	0.8	0.069047619047619	5.4552268187205
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	77	8	13	4	98	1	4	1	25	0.7747747747747747	0.6810344827586207	0.3809523809523809	0.2	0.6666666666666666	0.5	0.4848484848484849	0.2058201058201057	0.2857142857142857	0.7747747747747747	0.646551724137931	0.4333604119261195	0.2418430558450613	0.286488579171506	0.5434782608695652	11.652368672688802
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	148	8	1	0	79	0	2	2	18	0.99375	0.45	0.8888888888888888	0.0	1.0	0.0	0.9411764705882352	0.6476190476190476	0.0	0.99375	0.7000000000000001	0.936897954837013	-0.1	0.8888888888888888	0.2159090909090909	3.361935873826345
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	40	8	0	0	80	0	0	2	20	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.4666666666666667	0.0	1.0	0.65	1.0	0.0	1.0	0.1714285714285714	27.44279532035192
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	GradientBoosting	200	109	9	2	0	103	0	5	4	20	0.9904761904761904	0.4	0.8181818181818182	0.0	1.0	0.0	0.9	0.4666666666666666	0.0	0.9904761904761904	0.64	0.895878006537387	-0.1825741858350553	0.8181818181818182	0.2096171802054154	2.604044953982035
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	XGBoost	200	186	0	0	9	105	0	0	4	25	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.5	0.58	0.0	0.0	0.0789473684210526	0.1845862470862471	10.135433733463287
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	GradientBoosting	200	142	20	4	0	213	3	3	4	50	0.9907834101382488	0.6859838274932615	0.8333333333333334	0.5	1.0	0.4285714285714285	0.9090909090909092	0.5888888888888889	0.4615384615384615	0.9907834101382488	0.8355795148247979	0.9044182385547158	0.3980335009325598	0.8333333333333334	0.5910506424792139	1.5053728183110555
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	XGBoost	200	189	20	1	0	216	3	1	4	52	0.9976958525345624	0.7048517520215634	0.9523809523809524	0.75	1.0	0.4285714285714285	0.975609756097561	0.4347619047619047	0.5454545454545454	0.9976958525345624	0.8140161725067385	0.973648858709254	0.5272694681368005	0.9523809523809524	0.6017807011569922	39.62338581085205
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	81	0	0	9	96	0	0	3	24	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.1480693219823654	0.0	0.5	0.5	0.0	0.0	0.0857142857142857	0.1111111111111111	1.517451270421346
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	10	7	45	2	51	2	10	1	14	0.6545138888888888	0.625	0.1346153846153846	0.1666666666666666	0.7777777777777778	0.6666666666666666	0.2295081967213114	0.1480693219823654	0.2666666666666666	0.6545138888888888	0.7013888888888888	0.1730273608013288	0.1581138830084189	0.1237484737484737	0.3703703703703703	10.97765080531438
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	76	8	4	0	76	1	4	1	16	0.975	0.65	0.6666666666666666	0.2	1.0	0.5	0.8	0.6	0.2857142857142857	0.975	0.625	0.7958224257542214	0.2057983021710106	0.6666666666666666	0.1769230769230769	3.219547522068024
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	105	1	0	7	80	0	0	2	20	0.5625	0.5	1.0	0.0	0.125	0.0	0.2222222222222222	0.1781954887218045	0.0	0.5625	0.3	0.3390317518104052	0.0	0.2045454545454545	0.0912698412698412	14.528523401419324
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	82	8	1	0	79	2	1	0	19	0.99375	0.975	0.8888888888888888	0.6666666666666666	1.0	1.0	0.9411764705882352	0.6476190476190476	0.8	0.99375	1.0	0.936897954837013	0.7958224257542214	0.8888888888888888	1.0	1.3181087414423625
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	128	8	1	0	79	0	0	2	20	0.99375	0.5	0.8888888888888888	0.0	1.0	0.0	0.9411764705882352	0.2666666666666667	0.0	0.99375	1.0	0.936897954837013	0.0	0.8888888888888888	1.0	20.984571293989816
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	115	7	2	1	78	1	1	1	19	0.925	0.725	0.7777777777777778	0.5	0.875	0.5	0.823529411764706	0.55	0.5	0.925	0.9	0.806443809226796	0.45	0.6919191919191919	0.6666666666666666	1.16012864112854
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	74	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.5	0.5874999999999999	0.0	0.0	0.0909090909090909	0.5454545454545454	11.42963817914327
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	104	8	0	0	80	1	3	1	17	1.0	0.675	1.0	0.25	1.0	0.5	1.0	0.5142857142857143	0.3333333333333333	1.0	0.45	1.0	0.2608745973749754	1.0	0.2121212121212121	3.2734758059183755
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	161	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.3733333333333333	0.0	0.5	0.4499999999999999	0.0	0.0	0.0909090909090909	0.1166666666666666	15.63549169699351
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	GradientBoosting	200	162	25	4	1	242	2	3	3	61	0.9726391494684178	0.6765625	0.8620689655172413	0.4	0.9615384615384616	0.4	0.9090909090909092	0.4943434343434343	0.4000000000000001	0.9726391494684178	0.853125	0.9005581886465595	0.353125	0.8325889374317366	0.6360248447204969	3.861576473712921
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	XGBoost	200	85	19	2	7	244	1	3	4	61	0.8613195747342088	0.5765625	0.9047619047619048	0.25	0.7307692307692307	0.2	0.8085106382978723	0.4631746031746031	0.2222222222222222	0.8613195747342088	0.746875	0.796029578769322	0.1698769350939764	0.6869074552898082	0.2080213903743315	11.743456029891968
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	GradientBoosting	200	40	13	1	0	118	2	1	0	30	0.9957983193277312	0.9838709677419356	0.9285714285714286	0.6666666666666666	1.0	1.0	0.962962962962963	0.55	0.8	0.9957983193277312	1.0	0.959566728957882	0.8032193289024988	0.9285714285714286	1.0	5.054976284503937
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	XGBoost	200	64	10	2	3	117	2	0	0	31	0.8762120232708468	1.0	0.8333333333333334	1.0	0.7692307692307693	1.0	0.8	0.4666666666666667	1.0	0.8762120232708467	1.0	0.7798778350621348	1.0	0.6637529137529138	1.0	7.182470901807149
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	GradientBoosting	200	140	19	1	0	200	0	4	6	45	0.9975124378109452	0.4591836734693877	0.95	0.0	1.0	0.0	0.9743589743589745	0.5174603174603175	0.0	0.9975124378109452	0.6870748299319728	0.972251835606802	-0.097999191510005	0.95	0.19885003653386	22.964994362990065
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	XGBoost	200	91	16	4	3	197	0	2	6	47	0.9111023828227284	0.4795918367346938	0.8	0.0	0.8421052631578947	0.0	0.8205128205128205	0.4466666666666666	0.0	0.9111023828227284	0.7755102040816327	0.8033870431066733	-0.0679758502044123	0.6873205741626794	0.248015873015873	27.028154047330226
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95819	21 (0.51%)	4079 (427323.81%)	0.0051	GradientBoosting	200	129	16	0	0	168	1	0	4	42	1.0	0.6	1.0	1.0	1.0	0.2	1.0	0.71	0.3333333333333333	1.0	0.7666666666666667	1.0	0.4273273869671518	1.0	0.4371428571428571	9.401412840684255
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95819	21 (0.51%)	4079 (427323.81%)	0.0051	XGBoost	200	174	16	1	0	167	1	0	4	42	0.9970238095238096	0.6	0.9411764705882352	1.0	1.0	0.2	0.9696969696969696	0.5599999999999999	0.3333333333333333	0.9970238095238096	0.8952380952380953	0.967250861820178	0.4273273869671518	0.9411764705882352	0.5425	17.51253839333852
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00519	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	25	12	0	0	111	1	0	1	29	1.0	0.75	1.0	1.0	1.0	0.5	1.0	0.36	0.6666666666666666	1.0	0.9137931034482758	1.0	0.695221787153807	1.0	0.6428571428571428	3.722822733720144
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00519	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	140	12	0	0	111	1	0	1	29	1.0	0.75	1.0	1.0	1.0	0.5	1.0	0.3	0.6666666666666666	1.0	0.9482758620689656	1.0	0.695221787153807	1.0	0.7	23.178535985946656
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00533	39 (0.95%)	4061 (416512.82%)	0.0096	GradientBoosting	200	189	29	10	0	304	6	3	4	73	0.9840764331210192	0.7802631578947368	0.7435897435897436	0.6666666666666666	1.0	0.6	0.8529411764705882	0.4695098039215686	0.631578947368421	0.9840764331210192	0.9289473684210529	0.8484742433124252	0.5869974108592252	0.7435897435897436	0.7145002220002219	1.3148886919021607
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00533	39 (0.95%)	4061 (416512.82%)	0.0096	XGBoost	200	33	24	4	5	310	3	1	7	75	0.9074236766966834	0.6434210526315789	0.8571428571428571	0.75	0.8275862068965517	0.3	0.8421052631578947	0.4893772893772894	0.4285714285714285	0.9074236766966834	0.9526315789473684	0.8279532013636931	0.4366291993973458	0.7239368653865487	0.7554303539597657	13.588217226664224
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00734	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	148	8	0	0	80	0	1	2	19	1.0	0.475	1.0	0.0	1.0	0.0	1.0	0.3	0.0	1.0	0.475	1.0	-0.0690065559342354	1.0	0.175	5.239759266376495
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00734	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	54	1	0	7	80	0	0	2	20	0.5625	0.5	1.0	0.0	0.125	0.0	0.2222222222222222	0.2	0.0	0.5625	0.7	0.3390317518104052	0.0	0.2045454545454545	0.5714285714285714	13.320239182313284
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00750	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	195	7	15	1	73	1	4	2	18	0.8522727272727273	0.5757575757575758	0.3181818181818182	0.2	0.875	0.3333333333333333	0.4666666666666667	0.4466666666666666	0.25	0.8522727272727273	0.6515151515151515	0.4633062369514615	0.1230914909793327	0.2888257575757575	0.3119047619047619	4.135764408111572
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00750	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	181	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2666666666666666	0.0	0.5	0.7196969696969697	0.0	0.0	0.0833333333333333	0.273015873015873	16.7133039355278
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00915	30 (0.73%)	4070 (420566.67%)	0.0074	GradientBoosting	200	183	24	0	0	240	5	0	1	60	1.0	0.9166666666666669	1.0	1.0	1.0	0.8333333333333334	1.0	0.801883116883117	0.9090909090909092	1.0	0.9944444444444444	1.0	0.9053574604251854	1.0	0.9583333333333331	29.27829523086548
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00915	30 (0.73%)	4070 (420566.67%)	0.0074	XGBoost	200	24	21	3	3	237	5	0	1	60	0.93125	0.9166666666666669	0.875	1.0	0.875	0.8333333333333334	0.875	0.7390476190476191	0.9090909090909092	0.93125	1.0	0.8625	0.9053574604251854	0.7769886363636364	1.0	24.853482707341517
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00918	39 (0.95%)	4061 (416512.82%)	0.0096	GradientBoosting	200	78	28	16	1	298	8	3	2	73	0.9572809136832858	0.8802631578947369	0.6363636363636364	0.7272727272727273	0.9655172413793104	0.8	0.7671232876712328	0.680952380952381	0.761904761904762	0.9572809136832858	0.9894736842105264	0.7608778843768426	0.7299516053085328	0.6173355145909685	0.9283119658119656	6.878803877035777
ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00918	39 (0.95%)	4061 (416512.82%)	0.0096	XGBoost	200	87	26	6	3	308	8	0	2	76	0.938721721941577	0.9	0.8125	1.0	0.896551724137931	0.8	0.8524590163934426	0.5921794871794871	0.888888888888889	0.938721721941577	0.988157894736842	0.8393203878659088	0.882885711452609	0.7371946315472001	0.9358974358974358	28.689812521139785
