data	target	roc_auc_score	pr_auc_score
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00750	0.6212121212121211	0.5066666666666666
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00915	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00918	0.9921052631578947	0.9451515151515152
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P01375	0.9655172413793104	0.5833333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P03372	0.959375	0.8555555555555556
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P04150	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P04156	0.5909090909090909	0.2222222222222222
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P04278	0.975	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P04626	0.9191919191919192	0.5873015873015872
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P04798	0.713785046728972	0.3327059659090909
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P05164	0.8484848484848485	0.2785714285714286
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P05177	0.7423564931590614	0.32655192636296276
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P05181	0.85	0.4987373737373737
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P05186	0.8686868686868687	0.5714285714285714
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P06239	0.8113207547169812	0.537923239471227
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P06241	0.7207792207792207	0.27854526425954995
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P06493	0.7575757575757576	0.3492063492063492
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P07333	0.7121212121212122	0.2297979797979798
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P07550	0.9241379310344828	0.8321980737452871
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P07900	0.6385442514474773	0.3674931795269279
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P07947	0.8484848484848484	0.5909090909090908
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P07949	0.9032258064516129	0.625
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08172	0.8802816901408451	0.562927684232032
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08173	0.9125575279421434	0.647872191711776
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08183	0.7789725209080047	0.39004668822500366
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08581	0.8636363636363636	0.5694444444444444
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08588	0.9327731092436975	0.8333547833547831
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08659	0.6129032258064515	0.10795454545454546
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08684	0.6548455056179775	0.15716296614707143
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08908	0.9421562689279225	0.6274382658819319
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08912	0.9251428571428573	0.5788659403155201
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P08913	0.9032312925170067	0.4376877836177039
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P09467	0.9500000000000001	0.75
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P09619	0.993421052631579	0.95
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P09917	0.9032258064516129	0.625
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P0DMS8	0.8805555555555555	0.6499999999999999
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P0DTD1	0.8225806451612903	0.5769230769230769
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P10275	0.6523809523809524	0.356969696969697
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P10608	0.894878706199461	0.7405913978494623
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P10632	0.7352798053527981	0.2477310447286248
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P10635	0.7974153622133237	0.3521609686482244
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P10721	0.9312499999999999	0.698051948051948
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P11229	0.9161290322580645	0.5963332270929306
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P11309	0.9249999999999999	0.575
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P11362	0.9	0.41666666666666663
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P11511	0.8475177304964538	0.6295815295815296
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P11712	0.626814952116157	0.1468567315971167
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P12931	0.9310344827586207	0.45
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P13569	0.9838709677419355	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P13945	0.986111111111111	0.9242424242424242
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P14061	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P14416	0.937155297532656	0.640999901336613
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P14607	0.5986842105263158	0.3492951127819549
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P14867	0.8099999999999999	0.33958333333333335
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P14902	0.9166666666666666	0.6333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P15121	0.99	0.95
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P15538	0.37878787878787873	0.12415824915824915
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P15823	0.8900552486187845	0.5662173431464849
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P16234	0.875	0.41666666666666663
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P16591	0.9027777777777777	0.625
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P17252	0.6499999999999999	0.42055555555555557
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P17861	0.7207207207207207	0.4339393939393939
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P17948	0.9444444444444444	0.5888888888888889
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P18031	0.7424242424242423	0.48333333333333334
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P18089	0.914731954411144	0.5628229309987709
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P18507	0.8055555555555555	0.3769230769230769
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P18825	0.9311111111111111	0.6168478068183083
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P18841	0.9700000000000001	0.8541666666666666
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P18901	0.968103448275862	0.7392587039186304
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P19838	0.8851010101010102	0.4359114174903649
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P20309	0.9323593073593074	0.7532413503035622
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P20813	0.7230769230769231	0.33829966329966327
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P20815	0.725	0.1369186560565871
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21397	0.8181818181818182	0.535110286538858
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21452	0.9137931034482758	0.41666666666666663
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21554	0.8197278911564626	0.6005542076970648
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21728	0.9452525252525252	0.7263286400749227
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21731	0.2096774193548387	0.05622188905547226
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21917	0.8930817610062892	0.5827981489553514
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P21918	0.8387096774193548	0.3653082196841809
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P22303	0.9459459459459458	0.5
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P22748	0.8214285714285714	0.676446520958716
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P23219	0.8605442176870749	0.4351370851370851
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P23280	0.8435374149659863	0.8204081632653062
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P23576	0.8676470588235294	0.5588235294117647
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P23975	0.9268841394825648	0.765724975390673
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P24462	0.7611111111111111	0.27030423280423277
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P24557	0.74	0.5037878787878788
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P24941	0.7222222222222222	0.3207282913165266
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P25021	0.7763157894736843	0.4718769631592425
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P25100	0.8543417366946777	0.4616491190597287
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P27338	0.71	0.2552521008403361
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P27815	0.6805555555555556	0.45555555555555555
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28221	0.9578703703703704	0.799513313334487
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28222	0.899891774891775	0.5826329834047751
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28223	0.8776969696969698	0.41667569193650433
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28335	0.8930973968996783	0.5412481151275191
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28472	0.78	0.34794372294372294
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28482	0.7387387387387387	0.16430976430976432
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P28566	0.8812785388127854	0.5452516619183285
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P29274	0.7818181818181817	0.46999889386648963
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P29275	0.9827586206896552	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P29466	0.9249999999999999	0.7
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P30542	0.7857142857142857	0.40624477861319963
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P30729	0.9435261707988981	0.702999147317329
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P30939	0.8581560283687943	0.38933029689608634
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P30940	0.8679245283018868	0.49956709956709955
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P31388	0.9604938271604938	0.7758891108891108
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P31389	0.9404761904761905	0.6886679373310389
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P31644	0.875	0.41666666666666663
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P31645	0.93796992481203	0.7735708356255477
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P33260	0.763888888888889	0.29365079365079366
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P33261	0.6701542276989847	0.22883698702788124
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P34897	0.5909090909090908	0.4366013071895425
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P34903	0.803030303030303	0.6222222222222222
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P34969	0.9031385281385282	0.5381009314045028
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P34972	0.8843537414965985	0.5818478906714201
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35218	0.7761904761904762	0.6650856389986824
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35236	0.7987012987012987	0.7077845322526173
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35348	0.9527539779681762	0.7509206287785437
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35354	0.8198198198198199	0.49707602339181284
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35367	0.9090909090909092	0.5312715032624274
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35368	0.8938967136150235	0.42337373794748107
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35372	0.842914979757085	0.5899324122458987
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35408	0.84	0.36547619047619045
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35462	0.9668192219679634	0.7267786134022276
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35498	0.8874458874458874	0.3694662480376766
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35916	0.66	0.2285714285714286
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P35968	0.9722222222222221	0.746067821067821
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P36888	0.8333333333333333	0.6334782608695653
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P37231	0.8872053872053872	0.7694553376906319
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P40763	0.7580645161290323	0.1625
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P41143	0.8	0.5380541871921183
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P41145	0.7321603128054741	0.45507828497506475
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P41595	0.9109236488418644	0.4280991157714138
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P41743	0.7838660578386606	0.317484026694553
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P42330	0.975	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P42574	0.67	0.4086996336996337
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P43115	0.5800000000000001	0.39366883116883117
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P43166	0.9916666666666666	0.9444444444444443
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P43351	0.6527777777777778	0.26212121212121214
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P43367	0.9090909090909091	0.5777777777777777
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P45983	0.67	0.4857142857142857
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P46098	0.9357476635514018	0.6225989736070381
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P47869	0.8055555555555555	0.3769230769230769
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P47898	0.8733153638814017	0.6293460925039872
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P48730	0.8080808080808081	0.7121212121212122
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P49286	0.975	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P49327	0.9444444444444444	0.8095238095238095
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P49674	0.6944444444444445	0.45604395604395603
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P49759	0.7575757575757576	0.5291666666666667
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P49840	0.8548387096774194	0.5909090909090909
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P49841	0.8037735849056604	0.3319073083778966
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P50406	0.8919172932330827	0.7279222440158949
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P50407	0.7903225806451614	0.19090909090909092
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P50750	0.8749999999999999	0.4888888888888888
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P51452	0.8231292517006802	0.6448412698412698
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P51589	0.596774193548387	0.10416666666666666
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P51812	0.75	0.34090909090909094
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P52333	0.82	0.7351190476190477
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P53779	0.9249999999999999	0.7
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P55017	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P55789	0.7213302752293578	0.34404111371324486
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P68400	0.896551724137931	0.625
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P79400	0.7241379310344827	0.22916666666666666
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P80192	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P97266	0.7241379310344828	0.3088235294117647
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q00535	0.8870967741935484	0.29166666666666663
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q00653	0.8310810810810811	0.41986180486180485
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q01668	0.9393939393939393	0.8095238095238095
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q01959	0.8422857142857143	0.5471247366455625
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q02156	0.9	0.41666666666666663
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q02750	0.625	0.4365079365079365
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q02763	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q04206	0.7783783783783784	0.4470250582750583
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q05397	0.5151515151515151	0.42628205128205127
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q05586	0.9249999999999999	0.7
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q05655	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q06124	0.325	0.09821428571428571
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q06710	0.9583333333333334	0.8216698841698842
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q07820	0.6928571428571428	0.21612362008831815
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q08499	0.9722222222222222	0.8666666666666667
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q09428	0.7657657657657657	0.33999999999999997
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q12809	0.8658208381391772	0.578123658760671
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q12851	0.8300000000000001	0.5488095238095239
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13188	0.9696969696969697	0.8666666666666667
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13224	0.9249999999999999	0.7
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13255	0.675	0.3214285714285714
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13627	0.7986842105263159	0.4483295486190223
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13639	0.9393939393939394	0.8129272242908607
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13698	0.9861111111111112	0.9166666666666665
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q13936	0.9	0.45
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q14289	0.6290322580645161	0.14761904761904762
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q14524	0.9090909090909091	0.6333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q14680	0.74	0.3302521008403361
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q15418	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16288	0.9797979797979799	0.8666666666666667
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16539	0.8766233766233766	0.6699735449735449
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16584	1.0	1.0
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16620	0.8500000000000001	0.5083333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16665	0.525	0.13392857142857142
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16678	0.9038961038961039	0.7943485086342228
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q16790	0.9256410256410257	0.45263157894736844
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q29006	0.7878787878787878	0.4555555555555555
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q5U9J1	0.975	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q60492	0.96875	0.6458333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q70Z44	0.9838709677419355	0.8333333333333333
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q86V86	0.8939393939393939	0.4444444444444445
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q8IL32	0.7405405405405405	0.2803312148534633
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q8K4Z4	0.9044117647058824	0.8088235294117647
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	Q8N1Q1	0.8333333333333333	0.5769230769230769
