data	target	positive_counts	negative_counts	A:I_ratio	ML_model	num_trials	best_trial	tp(train)	fp(train)	fn(train)	tn(train)	tp	fp	fn	tn	balanced_accuracy(train)	balanced_accuracy	precision(train)	precision	recall(train)	recall	f1_score(train)	f1_score(validation)	f1_score	roc_auc_score(train)	roc_auc_score	mcc(train)	mcc	pr_auc_score(train)	pr_auc_score	time
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	G7ZKZ7	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	80	8	0	0	88	0	0	3	22	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.7999999999999999	0.0	1.0	0.8484848484848484	1.0	0.0	1.0	0.6388888888888888	3.564082868893941
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	G7ZKZ7	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	171	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2712842712842713	0.0	0.5	0.1363636363636363	0.0	0.0	0.0833333333333333	0.0914855072463768	20.15769479672114
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	K7GSR7	52 (1.27%)	4048 (412584.62%)	0.0128	GradientBoosting	200	124	44	31	0	382	4	16	4	91	0.9624697336561744	0.6752336448598131	0.5866666666666667	0.2	1.0	0.5	0.7394957983193278	0.5921245421245421	0.2857142857142857	0.9624697336561744	0.8469626168224299	0.7366350209951859	0.2352380506679271	0.5866666666666667	0.2236701047602582	11.0593408425649
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	K7GSR7	52 (1.27%)	4048 (412584.62%)	0.0128	XGBoost	200	145	41	25	3	388	3	15	5	92	0.935642747083425	0.6174065420560748	0.6212121212121212	0.1666666666666666	0.9318181818181818	0.375	0.7454545454545454	0.5181144781144781	0.2307692307692307	0.935642747083425	0.8633177570093458	0.7311416108185087	0.1644133412969149	0.5854213007336142	0.2751388414217361	41.1339459379514
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O08892	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	32	8	12	0	76	1	3	2	19	0.931818181818182	0.5984848484848485	0.4	0.25	1.0	0.3333333333333333	0.5714285714285715	0.3133333333333333	0.2857142857142857	0.931818181818182	0.8636363636363635	0.5877538136452587	0.1745949755388323	0.4	0.4206349206349206	9.778502269585926
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O08892	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	76	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.3181818181818182	0.0	0.0	0.0833333333333333	0.1227067669172932	15.671806744734448
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	GradientBoosting	200	108	13	0	0	127	0	2	3	31	1.0	0.4696969696969697	1.0	0.0	1.0	0.0	1.0	0.6933333333333332	0.0	1.0	0.7272727272727273	1.0	-0.073127242412713	1.0	0.1971153846153846	3.9362829049428303
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	XGBoost	200	64	1	0	12	127	0	0	3	33	0.5384615384615384	0.5	1.0	0.0	0.0769230769230769	0.0	0.1428571428571428	0.2844239631336405	0.0	0.5384615384615384	0.3939393939393938	0.2651079699855544	0.0	0.1626373626373626	0.0777777777777777	7.896625713507334
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	1	9	0	0	96	2	1	1	23	1.0	0.8125	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.5142857142857143	0.6666666666666666	1.0	0.8611111111111112	1.0	0.625	1.0	0.6388888888888888	2.843898638089498
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	1	6	0	3	96	0	0	3	24	0.8333333333333333	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.3333333333333333	0.0	0.8333333333333333	0.8611111111111112	0.8040302522073697	0.0	0.6952380952380952	0.4797979797979798	21.06000369389852
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	27	9	0	0	96	1	0	2	24	1.0	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	1.0	0.7777777777777778	0.5	1.0	0.9444444444444444	1.0	0.554700196225229	1.0	0.7	4.32052427927653
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	10	9	0	0	96	0	0	3	24	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.4666666666666667	0.0	1.0	0.9305555555555556	1.0	0.0	1.0	0.6666666666666667	26.281753047307333
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	GradientBoosting	200	194	26	0	0	264	2	0	5	66	1.0	0.6428571428571428	1.0	1.0	1.0	0.2857142857142857	1.0	0.766043956043956	0.4444444444444445	1.0	0.9372294372294372	1.0	0.5153577023468353	1.0	0.6482683982683983	42.11151165167491
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	XGBoost	200	148	22	2	4	262	2	0	5	66	0.9192890442890442	0.6428571428571428	0.9166666666666666	1.0	0.8461538461538461	0.2857142857142857	0.8799999999999999	0.7228571428571429	0.4444444444444445	0.9192890442890445	0.9567099567099566	0.8695322790879348	0.5153577023468353	0.7894341290893014	0.7284819190834229	39.743882771333055
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	183	9	0	0	96	2	3	1	21	1.0	0.7708333333333333	1.0	0.4	1.0	0.6666666666666666	1.0	0.5142857142857143	0.5	1.0	0.9027777777777778	1.0	0.4382299106011073	1.0	0.6666666666666666	15.57548515399297
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	52	1	0	8	96	0	0	3	24	0.5555555555555556	0.5	1.0	0.0	0.1111111111111111	0.0	0.1999999999999999	0.3809523809523809	0.0	0.5555555555555556	0.736111111111111	0.3202563076101743	0.0	0.1873015873015873	0.55	21.08178551197052
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	73	9	0	0	96	0	0	3	24	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.4577777777777777	0.0	1.0	0.6944444444444444	1.0	0.0	1.0	0.4564393939393939	3.3271016518274945
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	195	1	1	8	95	0	0	3	24	0.5503472222222222	0.5	0.5	0.0	0.1111111111111111	0.0	0.1818181818181818	0.2799999999999999	0.0	0.5503472222222223	0.4583333333333333	0.2062190449458582	0.0	0.1317460317460317	0.1275252525252525	17.171801066398622
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	147	12	0	0	111	0	0	2	29	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.8533333333333333	0.0	1.0	0.4310344827586206	1.0	0.0	1.0	0.0982142857142857	3.219941914081573
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	131	1	0	11	111	0	0	2	29	0.5416666666666666	0.5	1.0	0.0	0.0833333333333333	0.0	0.1538461538461538	0.3142857142857143	0.0	0.5416666666666666	0.6379310344827587	0.2753537218400135	0.0	0.1727642276422764	0.5434782608695652	16.32655540307363
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	129	8	0	0	80	0	1	2	19	1.0	0.475	1.0	0.0	1.0	0.0	1.0	0.55	0.0	1.0	0.8250000000000001	1.0	-0.0690065559342354	1.0	0.2916666666666666	3.0746898015340167
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	33	8	0	0	80	0	0	2	20	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.4666666666666667	0.0	1.0	0.725	1.0	0.0	1.0	0.5769230769230769	28.724565609296164
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	GradientBoosting	200	122	9	0	0	105	0	0	4	25	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.8333333333333334	0.0	1.0	0.3299999999999999	1.0	0.0	1.0	0.1422605363984674	4.393728482723236
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	XGBoost	200	159	0	0	9	105	0	0	4	25	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2453333333333333	0.0	0.5	0.3	0.0	0.0	0.0789473684210526	0.1212330342765125	15.2845183968544
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	GradientBoosting	200	180	20	0	0	217	3	0	4	53	1.0	0.7142857142857143	1.0	1.0	1.0	0.4285714285714285	1.0	0.5452380952380952	0.6	1.0	0.7735849056603773	1.0	0.6312655864226275	1.0	0.5656362276574315	6.125200955073039
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	XGBoost	200	136	3	0	17	217	0	0	7	53	0.575	0.5	1.0	0.0	0.15	0.0	0.2608695652173913	0.2171428571428571	0.0	0.575	0.8638814016172506	0.3729645614566672	0.0	0.2217299578059071	0.6730158730158728	10.35596133073171
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	79	9	0	0	96	0	0	3	24	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.6	0.0	1.0	0.9444444444444444	1.0	0.0	1.0	0.5888888888888889	3.662311299641927
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	7	4	0	5	96	0	0	3	24	0.7222222222222222	0.5	1.0	0.0	0.4444444444444444	0.0	0.6153846153846153	0.4	0.0	0.7222222222222222	0.9722222222222222	0.64995557096191	0.0	0.492063492063492	0.8666666666666667	28.14598246415456
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	62	8	0	0	80	0	0	2	20	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.6	0.0	1.0	0.575	1.0	0.0	1.0	0.1483516483516483	14.610165639718373
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	137	4	5	4	75	0	3	2	17	0.71875	0.425	0.4444444444444444	0.0	0.5	0.0	0.4705882352941176	0.1695906432748538	0.0	0.71875	0.4	0.415081372396145	-0.1256561724875086	0.2676767676767677	0.1454545454545454	16.572931496302285
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	59	8	0	0	80	1	0	1	20	1.0	0.75	1.0	1.0	1.0	0.5	1.0	0.3777777777777777	0.6666666666666666	1.0	1.0	1.0	0.6900655593423543	1.0	1.0	4.552906048297882
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	158	2	0	6	80	0	0	2	20	0.625	0.5	1.0	0.0	0.25	0.0	0.4	0.2166081871345029	0.0	0.625	0.8500000000000001	0.4822428221704121	0.0	0.3181818181818182	0.3333333333333333	17.045031714439393
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	96	8	0	0	80	1	0	1	20	1.0	0.75	1.0	1.0	1.0	0.5	1.0	0.4	0.6666666666666666	1.0	1.0	1.0	0.6900655593423543	1.0	1.0	5.183322274684906
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	0	4	0	4	80	0	0	2	20	0.75	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.2	0.0	0.75	0.925	0.6900655593423543	0.0	0.5454545454545454	0.7	16.861327664057413
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	186	8	0	0	80	0	0	2	20	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.6869565217391305	0.0	1.0	0.2	1.0	0.0	1.0	0.0838815789473684	3.223101842403412
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	56	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2799999999999999	0.0	0.5	0.175	0.0	0.0	0.0909090909090909	0.08125	13.22277865409851
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	GradientBoosting	200	151	26	6	0	240	3	3	2	61	0.9878048780487804	0.7765625	0.8125	0.5	1.0	0.6	0.896551724137931	0.6184848484848484	0.5454545454545454	0.9878048780487804	0.9375	0.8903274267533648	0.5089233500149862	0.8125	0.4974891774891774	4.806776463985443
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	XGBoost	200	8	19	0	7	246	1	0	4	64	0.8653846153846154	0.6	1.0	1.0	0.7307692307692307	0.2	0.8444444444444443	0.1015873015873015	0.3333333333333333	0.8653846153846154	0.871875	0.8429414684579063	0.4338609156373123	0.7565045248868778	0.5771390374331551	18.2330681681633
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	GradientBoosting	200	181	13	0	0	119	0	1	2	30	1.0	0.4838709677419355	1.0	0.0	1.0	0.0	1.0	0.711111111111111	0.0	1.0	0.7096774193548387	1.0	-0.0449013255066937	1.0	0.1428571428571428	3.344850973288218
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	XGBoost	200	158	0	0	13	119	0	0	2	31	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2929761904761904	0.0	0.5	0.3709677419354839	0.0	0.0	0.0984848484848484	0.0729442970822281	18.19582285483678
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	GradientBoosting	200	194	17	6	2	195	1	3	5	46	0.9324430479183032	0.5527210884353742	0.7391304347826086	0.25	0.8947368421052632	0.1666666666666666	0.8095238095238095	0.6168686868686868	0.2	0.9324430479183032	0.7482993197278911	0.7940296383336485	0.1265822890337565	0.6704181402121905	0.3782910628019323	5.152412660916647
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	XGBoost	200	144	12	3	7	198	0	2	6	47	0.8083267871170463	0.4795918367346938	0.8	0.0	0.631578947368421	0.0	0.7058823529411765	0.4	0.0	0.8083267871170463	0.7448979591836735	0.6872164112394593	-0.0679758502044123	0.5370813397129187	0.2244164332399626	10.44870285987854
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95819	21 (0.51%)	4079 (427323.81%)	0.0051	GradientBoosting	200	179	16	3	0	165	2	2	3	40	0.9910714285714286	0.6761904761904762	0.8421052631578947	0.5	1.0	0.4	0.9142857142857144	0.7904761904761906	0.4444444444444445	0.9910714285714284	0.8142857142857143	0.9094326083734474	0.3893658415712693	0.8421052631578947	0.4803603603603603	3.96535207827886
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	O95819	21 (0.51%)	4079 (427323.81%)	0.0051	XGBoost	200	187	13	0	3	168	0	1	5	41	0.90625	0.4880952380952381	1.0	0.0	0.8125	0.0	0.896551724137931	0.3847619047619047	0.0	0.90625	0.8476190476190476	0.8934459211586832	-0.0508723079722799	0.8288043478260869	0.4047619047619047	19.64691479206085
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00519	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	78	12	2	0	109	0	3	2	26	0.990990990990991	0.4482758620689655	0.8571428571428571	0.0	1.0	0.0	0.923076923076923	0.6533333333333333	0.0	0.990990990990991	0.6551724137931034	0.9174414649986352	-0.0859602382591879	0.8571428571428571	0.1776315789473684	4.48964167435964
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00519	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	51	8	0	4	111	0	0	2	29	0.8333333333333333	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.36	0.0	0.8333333333333333	0.7068965517241379	0.8021709673564391	0.0	0.6991869918699186	0.2254901960784313	15.587748690446215
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00533	39 (0.95%)	4061 (416512.82%)	0.0096	GradientBoosting	200	145	28	9	1	305	6	7	4	69	0.9684274104985724	0.7539473684210527	0.7567567567567568	0.4615384615384615	0.9655172413793104	0.6	0.8484848484848485	0.5098412698412698	0.5217391304347826	0.9684274104985724	0.8118421052631578	0.8401842648060299	0.4545141437529739	0.7335771480739813	0.6411716082659479	35.73615067799886
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00533	39 (0.95%)	4061 (416512.82%)	0.0096	XGBoost	200	96	29	1	0	313	3	1	7	75	0.998407643312102	0.6434210526315789	0.9666666666666668	0.75	1.0	0.3	0.983050847457627	0.3277922077922078	0.4285714285714285	0.998407643312102	0.875	0.9816252392860512	0.4366291993973458	0.9666666666666668	0.6152700077700077	26.070580661296844
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00734	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	178	8	1	0	79	0	0	2	20	0.99375	0.5	0.8888888888888888	0.0	1.0	0.0	0.9411764705882352	0.4666666666666667	0.0	0.99375	0.675	0.936897954837013	0.0	0.8888888888888888	0.2435897435897435	2.0381516297658284
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00734	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	10	8	80	0	0	2	20	0	0	0.5	0.5	0.0909090909090909	0.0909090909090909	1.0	1.0	0.1666666666666666	0.1512840071192474	0.1666666666666666	0.5	0.5875	0.0	0.0	0.0909090909090909	0.1875	15.554406865437825
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00750	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	118	8	0	0	88	0	0	3	22	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.8	0.0	1.0	0.2878787878787878	1.0	0.0	1.0	0.10829307568438	2.63841872215271
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00750	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	72	1	0	7	88	0	0	3	22	0.5625	0.5	1.0	0.0	0.125	0.0	0.2222222222222222	0.3166666666666666	0.0	0.5625	0.6515151515151515	0.3402785236893603	0.0	0.1979166666666666	0.292063492063492	18.84120142459869
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00915	30 (0.73%)	4070 (420566.67%)	0.0074	GradientBoosting	200	60	23	10	1	230	6	2	0	58	0.9583333333333334	0.9833333333333334	0.696969696969697	0.75	0.9583333333333334	1.0	0.8070175438596493	0.740952380952381	0.8571428571428571	0.9583333333333336	0.997222222222222	0.7968190728895957	0.85146931829632	0.6717171717171718	0.976190476190476	8.6618923107783
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00915	30 (0.73%)	4070 (420566.67%)	0.0074	XGBoost	200	5	20	1	4	239	5	0	1	60	0.9145833333333332	0.9166666666666669	0.9523809523809524	1.0	0.8333333333333334	0.8333333333333334	0.888888888888889	0.4963636363636363	0.9090909090909092	0.9145833333333334	0.9944444444444444	0.8809277528057198	0.9053574604251854	0.8088023088023087	0.9583333333333331	32.98534359534582
Cell Painting, ECFP4 fingerprints, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	P00918	39 (0.95%)	4061 (416512.82%)	0.0096	GradientBoosting	200	181	29	10	0	304	8	2	2	74	0.9840764331210192	0.8868421052631579	0.7435897435897436	0.8	1.0	0.8	0.8529411764705882	0.6791984486102134	0.8000000000000002	0.9840764331210192	0.9921052631578948	0.8484742433124252	0.7736842105263158	0.7435897435897436	0.9476301476301476	3.3079195261001586
