descriptor	CP_feature	time_budget	ML_model	r2_score(train)	r2_score(test)	MAE(train)	MAE(test)	MSE(train)	MSE(test)	RMSE(train)	RMSE(test)
RDKit 1D descriptors	Cells_Correlation_Costes_AGP_RNA	60	xgb_limitdepth	0.5428463944975627	0.1901599162070071	0.4037252884929427	0.5394898259587794	0.3847791608859268	0.6747983246648793	0.6203056995433194	0.8139022072397872
RDKit 1D descriptors	Cells_Correlation_Costes_DNA_AGP	60	extra_tree	0.3136131013454294	0.0184826060126437	0.5500984996796578	0.5648953823569884	1.6221682779787605	3.280318968014168	1.2736437013461654	1.5407813232594123
RDKit 1D descriptors	Cells_Correlation_Costes_DNA_ER	60	xgboost	0.1089728934054214	0.025439272872247	0.5146372748241868	0.52783906964752	0.855684234138547	0.8139467544950928	0.9250320178991356	0.9021899769422695
RDKit 1D descriptors	Cells_Correlation_Costes_DNA_Mito	60	lgbm	0.5471327367091696	0.1980450402385078	0.3421934456804062	0.4855677771464328	0.4643834945633149	0.7520545570338181	0.6814568911995204	0.8672107915805811
RDKit 1D descriptors	Cells_Correlation_Costes_DNA_RNA	60	xgb_limitdepth	0.2735272027186701	0.0033443752872207	0.4875700975509355	0.506325283098213	0.7571396838051182	1.576902767285617	0.870137738409913	1.2535139542882467
RDKit 1D descriptors	Cells_Correlation_Costes_ER_AGP	60	lgbm	0.1871955742108041	0.0747234406358509	0.4559355135375122	0.4786067440261659	0.5716261138179941	0.6148340875273506	0.75605959673692	0.7856114985710121
RDKit 1D descriptors	Cells_Correlation_Costes_ER_DNA	60	lgbm	0.1666819848388784	0.0405557011702583	0.4942148804435617	0.5571128184226186	1.263671068475306	1.6132067430710129	1.124131250555426	1.290762037777608
RDKit 1D descriptors	Cells_Correlation_Costes_ER_Mito	60	lgbm	0.0340843113045883	0.0059254966201522	0.4084799202713474	0.4534327330090228	1.7785915581283476	3.368709913125732	1.3336384660500564	1.8460520557072373
RDKit 1D descriptors	Cells_Correlation_Costes_ER_RNA	60	xgb_limitdepth	0.4114410481692976	0.0236037789793789	0.3314145717425809	0.3893759489809151	0.346246400934421	0.4832870100609771	0.5884270565961605	0.6964605522621975
RDKit 1D descriptors	Cells_Correlation_Costes_Mito_AGP	60	xgb_limitdepth	0.1265898754976653	0.0455684436740851	0.4224992885055688	0.4375906220079045	0.8324786150365079	1.036213141770051	0.9124026605816687	1.0299159507211095
RDKit 1D descriptors	Cells_Correlation_Costes_Mito_DNA	60	xgb_limitdepth	0.1339577014699026	0.0523554155313832	0.5065093274984306	0.5255398760726915	0.8669428067803173	0.7892855814498609	0.9310976354713384	0.90481322446036
RDKit 1D descriptors	Cells_Correlation_Costes_Mito_ER	60	xgb_limitdepth	0.1338540751752814	0.0417462971254444	0.4159932258142307	0.4535096298646431	0.953998651952645	1.394870640999353	0.9767285456833156	1.194693049839111
RDKit 1D descriptors	Cells_Correlation_Costes_Mito_RNA	60	xgb_limitdepth	0.1895258805879102	0.0650129269334315	0.3519491667178385	0.3882489230956532	0.6158106107740502	0.6303228416241804	0.7847360134300262	0.7959791556458631
RDKit 1D descriptors	Cells_Correlation_Costes_RNA_AGP	60	extra_tree	0.362733958425192	0.1494061358610364	0.4912410842743001	0.5277488670004198	0.4627960633956176	0.5888236187339966	0.6802911607507609	0.7711975129303458
RDKit 1D descriptors	Cells_Correlation_Costes_RNA_DNA	60	lgbm	0.2196058418005294	0.1051022628788701	0.4242906213539423	0.4585769144991258	0.5323082194760935	0.5415181645010363	0.7295945582829504	0.7447393622505305
RDKit 1D descriptors	Cells_Correlation_Costes_RNA_ER	60	lgbm	0.4001224602606833	0.1022722233580593	0.4427094627288236	0.5216646412334016	0.4745589851521759	0.8567413235888914	0.6888824175083698	0.9254388282442696
RDKit 1D descriptors	Cells_Correlation_Costes_RNA_Mito	60	lgbm	0.2326269472816081	0.033199070137344	0.3680529123028376	0.4168884045349108	0.7345780551400352	1.010605777675765	0.8570752914067907	1.014986257532117
RDKit 1D descriptors	Cells_Correlation_K_AGP_DNA	60	lgbm	0.1261221165244795	0.0651824562557081	0.5549790443220781	0.562042675471737	1.08839378692504	1.2276321584747536	1.0432611307458166	1.1160292548859856
RDKit 1D descriptors	Cells_Correlation_K_AGP_ER	60	lgbm	0.0535035678544996	-0.0031958812308972	0.5046192809851726	0.49335249223959	1.129508215169264	0.9954068590028226	1.0627832399738264	1.0168144340657876
RDKit 1D descriptors	Cells_Correlation_K_AGP_Mito	60	xgb_limitdepth	0.1492356242655649	0.0261971264434028	0.4892184475988866	0.5159727213027197	1.3071214430331164	1.9544638664372052	1.143294119215662	1.401781664094358
RDKit 1D descriptors	Cells_Correlation_K_AGP_RNA	60	lgbm	0.0199383854932635	0.0043742846285219	0.4964764045078803	0.4819944094195408	1.0027034187972554	0.7359061543448251	1.0013507970722626	0.8619511634937015
RDKit 1D descriptors	Cells_Correlation_K_DNA_AGP	60	xgboost	0.2784297142174581	0.0983202051190997	0.4422849908794716	0.5032927259235156	0.8355965105587978	0.6610501619128204	0.9141096819084664	0.8118585677642269
RDKit 1D descriptors	Cells_Correlation_K_DNA_ER	60	lgbm	0.0599500975232887	0.0157133789350123	0.597752885439868	0.5507433032269612	6.992315089656307	2.4443767302202914	2.6442986006985496	1.5691176600787704
RDKit 1D descriptors	Cells_Correlation_K_DNA_Mito	60	xgboost	0.2543449425157498	0.1853232338118313	0.5056594142877743	0.5671338794914267	3.266681945635072	0.9788358133842264	1.807396455024484	0.989361315892342
RDKit 1D descriptors	Cells_Correlation_K_DNA_RNA	60	lgbm	0.0511247829999124	0.0121454273684485	0.5288084856681972	0.5179760982921942	3.789468322670667	2.1156994499063573	1.9466556764540224	1.4557646748853932
RDKit 1D descriptors	Cells_Correlation_K_ER_AGP	60	xgb_limitdepth	0.1369344184902065	0.0920027544395101	0.4721768608387143	0.4784071351174029	0.6716838109959321	0.6640848631645123	0.8195631830407782	0.8084005031073545
RDKit 1D descriptors	Cells_Correlation_K_ER_DNA	60	xgboost	0.3346119653103581	0.170048776938267	0.4083561419536895	0.4814946076555058	0.7118076770725987	0.5636814107994983	0.8436869544283583	0.7507871940833156
RDKit 1D descriptors	Cells_Correlation_K_ER_Mito	60	xgb_limitdepth	0.1551427580388208	0.077269055867171	0.4631589423529667	0.4894849055757541	0.9214358464207358	0.7221461244539539	0.95991449953667	0.8561893644691024
RDKit 1D descriptors	Cells_Correlation_K_ER_RNA	60	extra_tree	0.0700210731917803	0.014127358222774	0.4948065683898843	0.4730091771216823	1.6118945552484536	0.8348333006264829	1.2696040939003204	0.909773247602183
RDKit 1D descriptors	Cells_Correlation_K_Mito_AGP	60	lgbm	0.0902142951847329	0.0368226994996711	0.4614842295419822	0.4639422875187706	0.7506973427513478	0.5239879767404908	0.8664279212671692	0.7206628468744172
RDKit 1D descriptors	Cells_Correlation_K_Mito_DNA	60	xgb_limitdepth	0.2304402920946145	0.077344079821051	0.4111309759660395	0.459048133867717	1.0299249439068747	0.5269504861055738	1.0148521783525295	0.724878046772624
RDKit 1D descriptors	Cells_Correlation_K_Mito_ER	60	xgboost	0.0844153851926832	0.0274148648540244	0.4571080970365245	0.4565836730963103	0.7208370932743311	0.6209249534897042	0.8490212560792169	0.7938240579871415
RDKit 1D descriptors	Cells_Correlation_K_Mito_RNA	60	lgbm	0.1285673893050428	0.017632330246009	0.4537009201061255	0.474822901750311	0.7702334371601041	0.9887756661637228	0.877629441826164	0.9945217067398052
RDKit 1D descriptors	Cells_Correlation_K_RNA_AGP	60	xgb_limitdepth	0.2893242335726753	0.0645292529303334	0.5015168710160441	0.5234535270952004	0.8181331292249107	0.8672966523408981	0.9045071194992944	0.9383481473653864
RDKit 1D descriptors	Cells_Correlation_K_RNA_DNA	60	lgbm	0.1415456837118959	0.0542869805713683	0.4976857632148123	0.4931743121383521	0.7628963628078304	0.5757729434906	0.8734393870256999	0.7760543491762609
RDKit 1D descriptors	Cells_Correlation_K_RNA_ER	60	lgbm	0.0611995631739358	0.0161516886206622	0.585417321166372	0.5553356553911178	6.346849568975339	4.905464178240291	2.5192954509099046	2.2269499061163702
RDKit 1D descriptors	Cells_Correlation_K_RNA_Mito	60	extra_tree	0.0521072924368514	0.0561686931043775	0.5890559089723126	0.5828671004829662	2.3070916913236146	1.430444553938932	1.518911350712613	1.2011074323796678
RDKit 1D descriptors	Cells_Correlation_Overlap_DNA_AGP	60	lgbm	0.1528032354029014	0.0398197032101619	0.5056534730427175	0.5261245848985764	0.6358581800621025	0.645418365650121	0.7974071607792989	0.8102305328560139
RDKit 1D descriptors	Cells_Correlation_Overlap_DNA_ER	60	lgbm	0.0257381844831797	0.0082005666397184	0.5564527216074608	0.53807181975486	2.145227626931794	0.9332296886600592	1.464659560079336	0.9684705354361482
RDKit 1D descriptors	Cells_Correlation_Overlap_DNA_Mito	60	lgbm	0.107022597049415	0.010312960917188	0.5557980803963077	0.5573992785312994	1.1897374254820938	0.7708400346556364	1.0907508539909991	0.8808125491351937
RDKit 1D descriptors	Cells_Correlation_Overlap_DNA_RNA	60	xgb_limitdepth	0.0722035984503439	0.0291283484376293	0.5133462331305251	0.5079139867735335	0.8485060328028877	0.5232094977072378	0.92114387193472	0.7231879784782794
RDKit 1D descriptors	Cells_Correlation_Overlap_ER_AGP	60	xgb_limitdepth	0.2499689234268202	0.0278575435752207	0.5186899967436533	0.5265657201085275	1.140717829694399	1.1233378996682477	1.068043926856194	1.0453113701365735
RDKit 1D descriptors	Cells_Correlation_Overlap_ER_RNA	60	lgbm	0.0531521531748339	0.0311709348954632	0.5341382928196459	0.5126814998441408	1.7515772525966875	1.0767332171295023	1.3234716667147384	1.0432247269374793
RDKit 1D descriptors	Cells_Correlation_Overlap_Mito_AGP	60	xgb_limitdepth	0.2957357551215176	0.0402123276687917	0.498022852094299	0.5364751599071496	1.0340974484702323	1.050808313756186	1.01690582084588	1.0219556266405196
RDKit 1D descriptors	Cells_Correlation_Overlap_Mito_ER	60	lgbm	0.0403741609434453	0.0108620529543672	0.6106377024060847	0.5783325317371257	3.36942204729163	2.219783724134094	1.835598552868145	1.4904968492454342
RDKit 1D descriptors	Cells_Correlation_Overlap_Mito_RNA	60	lgbm	0.0447221864171653	0.0219194523064021	0.5584919567222613	0.5485392256702168	3.643145685381168	1.1649669720970872	1.9087026183722724	1.0817594129149315
RDKit 1D descriptors	Cells_Correlation_Overlap_RNA_AGP	60	extra_tree	0.1389231230128224	0.0005176798373406	0.50455855626965	0.4954486081707132	0.9077104237149076	0.6928915501071348	0.9527383815690998	0.8236248097742349
RDKit 1D descriptors	Cells_Correlation_RWC_AGP_DNA	60	lgbm	0.0672730831978499	0.0164534941550364	0.3614876419073654	0.3542644014780359	0.4838370308789716	0.4473735554505328	0.6955839495553154	0.6755727927903217
RDKit 1D descriptors	Cells_Correlation_RWC_AGP_ER	60	xgboost	0.0614021788890769	0.0012635248650576	0.4464070537734947	0.4430094122753028	0.6095699693998798	0.6846703985150382	0.7807496201727413	0.8274481243649285
RDKit 1D descriptors	Cells_Correlation_RWC_AGP_Mito	60	lgbm	0.133836715029571	0.0226136068078534	0.5179338695133305	0.5188011370887363	3.9196056617910138	1.3617102555933287	1.979799399381416	0.9824215977165914
RDKit 1D descriptors	Cells_Correlation_RWC_AGP_RNA	60	lgbm	0.0310394657054858	-0.0015053141553864	0.5219987323910562	0.5333552526242891	1.936643269047376	2.08261203020144	1.3916333098368174	1.4407521033003965
RDKit 1D descriptors	Cells_Correlation_RWC_DNA_AGP	60	extra_tree	0.0759550403675058	-0.0043428010301671	0.419082318826635	0.4084224287097506	0.5644390494954441	0.4629934973858973	0.7512915875313952	0.6966837322481538
RDKit 1D descriptors	Cells_Correlation_RWC_DNA_ER	60	xgb_limitdepth	0.0654855755169473	0.0071346843931328	0.4158397696284898	0.4297889777782636	1.6222569149144987	2.235870734298728	1.2736784974688466	1.489256588549828
RDKit 1D descriptors	Cells_Correlation_RWC_DNA_Mito	60	lgbm	0.0996093878296677	-0.0054353913960081	0.4263959322201949	0.4310200029804587	0.7343220531150733	0.7014925616283882	0.8569259321056127	0.8430096010160633
RDKit 1D descriptors	Cells_Correlation_RWC_DNA_RNA	60	rf	0.4685170275670794	-0.2430477081493003	0.6162433795727832	0.6210230801414348	5.235544499685904	6.4097360256171205	2.2881312243151406	2.531745647891415
RDKit 1D descriptors	Cells_Correlation_RWC_ER_AGP	60	xgboost	0.1165107901946973	-0.1812675204482283	0.5023108282058765	0.5143206211895754	0.6657559374366302	0.9346961843904714	0.8159386848511536	0.966796868215072
RDKit 1D descriptors	Cells_Correlation_RWC_ER_DNA	60	xgb_limitdepth	0.1022458368418052	0.0222747120200481	0.4325915708827566	0.4508356813505042	0.8133061153822136	0.6401366896860414	0.901834860372016	0.8000854264927224
RDKit 1D descriptors	Cells_Correlation_RWC_ER_Mito	60	lgbm	0.0764992090687056	0.0272132909375867	0.560274344543582	0.5547043075521557	7.87295098824446	3.5254270227664226	2.8058779353785974	1.4769525929348677
RDKit 1D descriptors	Cells_Correlation_RWC_ER_RNA	60	lgbm	0.0952632794414214	-0.010605889722286	0.5303417679116383	0.5241298246612738	1.872162995545131	0.942886745811318	1.3682700740515854	0.952526315439698
RDKit 1D descriptors	Cells_Correlation_RWC_Mito_AGP	60	xgboost	0.1782108780937801	0.0458948525510021	0.457406939406369	0.5116917185498874	1.9709739348782371	0.8283213482763431	1.4039137918256368	0.8944024435369079
RDKit 1D descriptors	Cells_Correlation_RWC_Mito_DNA	60	xgboost	0.1434675764119033	0.0794718286797073	0.4402767004463872	0.446234460171078	0.6211626706864642	0.7982925766745628	0.788138738222189	0.8653742551207004
RDKit 1D descriptors	Cells_Correlation_RWC_Mito_ER	60	lgbm	0.0667278858597923	0.0182754800443551	0.4224987039803068	0.4114063685901293	1.465304460850988	0.7155011747775851	1.210497608775411	0.846669425519544
RDKit 1D descriptors	Cells_Correlation_RWC_Mito_RNA	60	lgbm	0.0102704926030904	0.0022465216251618	0.613817981094988	0.550622576672007	11.178224221371076	2.4908446151251176	3.343385144037563	1.5809134872787889
RDKit 1D descriptors	Cells_Correlation_RWC_RNA_AGP	60	extra_tree	0.0990687265835861	0.0040769903816357	0.5502656245942001	0.5280430140986342	3.1561149449111343	2.5959477830206	1.7765457902657995	1.4966567995543625
RDKit 1D descriptors	Cells_Correlation_RWC_RNA_DNA	60	lgbm	0.036009822991263	0.0082805706564758	0.5155288039885781	0.4836869302379418	4.093878728214027	1.8275303817143715	2.0233335682022444	1.3525353412220646
